"objid","baumnummer","geometry"
"203516","EN-6747","POINT (2682327.2 1246970.6)"
"22412","AU-4217","POINT (2682333.8 1247184.6)"
"220463","EN-5779","POINT (2682383.5 1246885.8)"
"206063","EN-6791","POINT (2682316.5 1246922.9)"
"54497","AU-271","POINT (2682272.5 1247151.1)"
"97757","EN-64","POINT (2682086.8 1246770)"
"96104","AU-280","POINT (2682326.2 1247085.6)"
"21062","WD-3170","POINT (2682020 1247224.4)"
"231797","WD-4501","POINT (2681982.2 1246785.8)"
"206450","EN-6802","POINT (2682251.8 1246876.1)"
"192311","WD-4440","POINT (2682030 1246954.8)"
"145358","WD-4436","POINT (2682039.5 1246974.5)"
"150140","WD-4437","POINT (2682039.8 1246964.2)"
"127238","EN-28","POINT (2682321 1246995)"
"22415","AU-4218","POINT (2682361.5 1247146.2)"
"221642","EN-6323","POINT (2682339 1246964.6)"
"203519","EN-6745","POINT (2682322.5 1246973)"
"97775","EN-55","POINT (2682144.2 1246827.2)"
"221165","EN-6153","POINT (2682323.2 1246988.2)"
"121610","AU-143","POINT (2682393 1247153.8)"
"206438","EN-6798","POINT (2682272.8 1246888.8)"
"109739","EN-33","POINT (2682284.8 1246966.9)"
"124763","WD-2491","POINT (2682131.2 1246888.6)"
"125015","WD-2503","POINT (2682207.2 1246964.5)"
"213716","EN-6786","POINT (2682225.5 1246876.8)"
"150128","WD-4427","POINT (2682090.8 1247005.5)"
"233051","WD-4474","POINT (2681973.2 1246817)"
"99455","EN-30","POINT (2682303.8 1246985.9)"
"192773","WD-4510","POINT (2682108.5 1246875.5)"
"126209","WD-2566","POINT (2682001 1247210)"
"165905","WD-2515","POINT (2682241.5 1247041.2)"
"203510","EN-6744","POINT (2682323.5 1246977.1)"
"95981","AU-256","POINT (2682240.8 1247189)"
"165902","WD-4425","POINT (2682217.2 1246993)"
"79610","AU-257","POINT (2682247 1247197)"
"31109","AU-4229","POINT (2682386.8 1247146.5)"
"60278","AU-4216","POINT (2682326.2 1247195.9)"
"105974","WD-2512","POINT (2682261.2 1247017.8)"
"215456","EN-4212","POINT (2682252.5 1246783.4)"
"97394","EN-35","POINT (2682272 1246954.2)"
"148985","WD-4456","POINT (2682000.5 1246816.9)"
"29207","AU-260","POINT (2682265.2 1247220.6)"
"203513","EN-6746","POINT (2682327.8 1246974.4)"
"193274","WD-2531","POINT (2682078 1247012.5)"
"221162","EN-6758","POINT (2682342.5 1246974.2)"
"124904","WD-2505","POINT (2682220 1246977)"
"97400","EN-37","POINT (2682259.2 1246941.6)"
"214937","EN-1289","POINT (2682240.8 1246760.5)"
"230603","EN-3936","POINT (2682408.8 1246880.8)"
"165887","WD-4438","POINT (2682030.2 1246964.4)"
"124907","WD-2504","POINT (2682213.8 1246970.9)"
"206441","EN-6799","POINT (2682267.2 1246884.1)"
"79517","AU-255","POINT (2682224.5 1247168.1)"
"97415","EN-43","POINT (2682220.8 1246903.2)"
"18593","WD-3171","POINT (2682030 1247212)"
"206432","EN-6796","POINT (2682283.2 1246894.5)"
"145361","WD-4433","POINT (2682043.5 1246989.5)"
"206447","EN-6801","POINT (2682256.8 1246878.9)"
"99458","EN-31","POINT (2682297.2 1246979.6)"
"220310","WD-2548","POINT (2682080.8 1247150)"
"24884","WD-5767","POINT (2682026.5 1247031.4)"
"186959","WD-2526","POINT (2682115.8 1247047.2)"
"94565","WD-2474","POINT (2682024.2 1246779.9)"
"206453","EN-6803","POINT (2682246.5 1246874.4)"
"145484","WD-2518","POINT (2682207.2 1247049.9)"
"124883","WD-2478","POINT (2682048.5 1246806.4)"
"121607","AU-211","POINT (2682373.2 1247131.4)"
"221645","EN-6322","POINT (2682337.8 1246958.1)"
"206054","EN-6788","POINT (2682329.5 1246938.5)"
"220466","EN-5778","POINT (2682394.2 1246892.9)"
"196820","EN-6265","POINT (2682300.2 1246859.1)"
"125024","WD-2483","POINT (2682080 1246838.1)"
"97763","EN-62","POINT (2682099.2 1246782.8)"
"114446","AU-268","POINT (2682227.2 1247186.4)"
"122564","WD-2510","POINT (2682249.8 1247006.5)"
"54500","AU-272","POINT (2682280.5 1247144.9)"
"109742","EN-38","POINT (2682252.8 1246935.4)"
"121616","AU-141","POINT (2682405 1247168.8)"
"22403","AU-4210","POINT (2682189.2 1247131.5)"
"193268","WD-2530","POINT (2682083.8 1247026.4)"
"94451","WD-2497","POINT (2682169.2 1246926.6)"
"121601","AU-3531","POINT (2682339.8 1247098.9)"
"148982","WD-4458","POINT (2682028.8 1246810.9)"
"206444","EN-6800","POINT (2682261.8 1246881.1)"
"196334","EN-6260","POINT (2682269.8 1246831.9)"
"220709","EN-98","POINT (2682353 1247025.9)"
"97403","EN-39","POINT (2682246.5 1246928.9)"
"215459","EN-1293","POINT (2682266.5 1246804)"
"54506","AU-274","POINT (2682297 1247131.9)"
"193262","WD-2525","POINT (2682125.8 1247057)"
"121604","AU-3530","POINT (2682353 1247111.6)"
"105971","WD-2511","POINT (2682255.5 1247012.1)"
"149765","WD-4462","POINT (2681995.8 1246811.5)"
"96113","AU-212","POINT (2682380.5 1247139.2)"
"149780","WD-4441","POINT (2682030 1246945)"
"61355","WD-3178","POINT (2682057 1247141.9)"
"165896","WD-2533","POINT (2682067.8 1247013.1)"
"114434","AU-264","POINT (2682194.2 1247212.5)"
"214934","EN-1288","POINT (2682235.2 1246749)"
"206075","EN-6794","POINT (2682293.8 1246901.9)"
"121598","AU-281","POINT (2682332.5 1247091.8)"
"105887","WD-2496","POINT (2682163 1246920.4)"
"165899","WD-2535","POINT (2682097.5 1247021.9)"
"97769","EN-57","POINT (2682131.2 1246814.5)"
"31112","AU-2501","POINT (2682410.2 1247176.1)"
"189596","SW-9645","POINT (2686695 1251043.5)"
"226451","SW-10651","POINT (2686617 1250906.2)"
"204539","SW-12501","POINT (2686607.5 1250912.8)"
"71132","SW-3610","POINT (2686520.5 1251021.8)"
"77462","SW-3481","POINT (2686561 1251060.9)"
"202748","SW-3431","POINT (2686660.5 1251022.1)"
"198170","SW-11840","POINT (2686747.8 1250913.8)"
"199160","SW-11763","POINT (2686719.5 1251125.2)"
"150371","SW-9646","POINT (2686653.2 1251034.2)"
"198686","SW-11183","POINT (2686735.2 1250913.1)"
"198179","SW-11843","POINT (2686742.5 1250949.9)"
"198188","SW-11845","POINT (2686750.5 1250942.8)"
"56708","SW-3475","POINT (2686575.8 1251025.8)"
"146588","SW-2924","POINT (2686705.2 1250813)"
"150350","SW-9626","POINT (2686725.8 1251085.4)"
"177242","SW-2929","POINT (2686668.5 1250816.2)"
"177638","SW-10587","POINT (2686611.8 1250914)"
"177251","SW-3460","POINT (2686676 1250989.5)"
"150380","SW-9633","POINT (2686656 1251090.1)"
"198680","SW-11853","POINT (2686744.5 1250934.2)"
"177701","SW-9616","POINT (2686734.2 1250991.9)"
"207089","SW-12525","POINT (2686733.5 1251003.2)"
"173972","SW-12150","POINT (2686754.5 1250972.1)"
"151460","SW-9611","POINT (2686743.8 1250973.5)"
"198677","SW-11852","POINT (2686744 1250934.8)"
"66869","SW-3476","POINT (2686565.5 1251021.8)"
"198668","SW-11848","POINT (2686743 1250921.4)"
"77069","SW-3596","POINT (2686486.8 1251029.1)"
"198173","SW-11841","POINT (2686746 1250926.9)"
"77066","SW-3599","POINT (2686480 1251018)"
"150365","SW-9641","POINT (2686678.8 1250965.2)"
"198683","SW-11854","POINT (2686744 1250933.5)"
"201380","SW-2931","POINT (2686654.2 1250818)"
"198671","SW-11849","POINT (2686743.8 1250931)"
"66872","SW-10922","POINT (2686524 1251033.9)"
"226448","SW-10652","POINT (2686621.8 1250907.2)"
"48518","SW-10920","POINT (2686491.2 1250998.9)"
"195848","SW-2952","POINT (2686675.5 1250829.1)"
"198194","SW-11847","POINT (2686743.2 1250922.9)"
"151472","SW-9625","POINT (2686739.5 1251067.5)"
"151454","SW-9606","POINT (2686727.2 1250906.9)"
"200864","SW-9639","POINT (2686680.5 1250930.1)"
"195836","SW-2908","POINT (2686663 1250854.4)"
"150374","SW-9649","POINT (2686651.2 1251070.9)"
"203243","SW-11850","POINT (2686744.2 1250930)"
"200879","SW-3435","POINT (2686719.2 1251079.8)"
"150362","SW-9640","POINT (2686683.5 1250964.5)"
"150353","SW-9628","POINT (2686721 1251091.8)"
"173969","SW-9642","POINT (2686670.5 1250978.6)"
"150356","SW-9629","POINT (2686721.8 1251099)"
"202736","SW-9613","POINT (2686754.5 1250993.6)"
"177254","SW-3425","POINT (2686650.8 1251042.5)"
"201368","SW-2914","POINT (2686705 1250841.9)"
"198176","SW-11842","POINT (2686749.2 1250930.5)"
"54050","SW-10917","POINT (2686531.5 1251009.6)"
"54053","SW-10919","POINT (2686523 1251004.8)"
"66866","SW-10915","POINT (2686567.5 1251035.4)"
"198185","SW-11844","POINT (2686747 1250936.2)"
"66875","SW-2860","POINT (2686505.2 1250998)"
"198191","SW-11846","POINT (2686742.8 1250930.4)"
"203234","SW-3429","POINT (2686660.8 1251029.2)"
"203252","SW-10365","POINT (2686694.2 1250855.1)"
"199163","SW-11760","POINT (2686646 1251132.5)"
"198167","SW-9638","POINT (2686679.2 1250917.2)"
"200876","SW-9631","POINT (2686724 1251112.1)"
"195851","SW-2925","POINT (2686698.2 1250813.5)"
"200870","SW-9636","POINT (2686624.2 1251091.8)"
"77465","SW-2859","POINT (2686549.2 1251014)"
"150155","SW-2947","POINT (2686693.2 1250826.9)"
"151463","SW-9618","POINT (2686742 1251007.8)"
"226454","SW-10650","POINT (2686614.2 1250903)"
"128","SW-10785","POINT (2686499.2 1250941.5)"
"177245","SW-2911","POINT (2686654.5 1250843.5)"
"146594","SW-10362","POINT (2686680.2 1250815.4)"
"195842","SW-11920","POINT (2686650.8 1250828.6)"
"200867","SW-3434","POINT (2686690.2 1251081.8)"
"77078","SW-2864","POINT (2686476.5 1250991.2)"
"151469","SW-9624","POINT (2686734.5 1251062.8)"
"202742","SW-2957","POINT (2686713.2 1250915.4)"
"203255","SW-10369","POINT (2686689.2 1250856.5)"
"176750","SW-2907","POINT (2686665.5 1250855.4)"
"198182","SW-11765","POINT (2686741.2 1250935.4)"
"54089","SW-10921","POINT (2686491.5 1251009.4)"
"146597","SW-10361","POINT (2686675.8 1250816.2)"
"200873","SW-9637","POINT (2686649 1251112.4)"
"198692","SW-9622","POINT (2686741.2 1251044.9)"
"176756","SW-2927","POINT (2686672.8 1250815.9)"
"195839","SW-2932","POINT (2686651 1250818.2)"
"77072","SW-3597","POINT (2686483.2 1251030.9)"
"150368","SW-9643","POINT (2686669 1251006.2)"
"176753","SW-2951","POINT (2686687 1250820)"
"66878","SW-3600","POINT (2686483.5 1251009.9)"
"201362","SW-9623","POINT (2686741.2 1251053.9)"
"201365","SW-2956","POINT (2686717.8 1250913.2)"
"177704","SW-9632","POINT (2686717.8 1251125)"
"77075","SW-3598","POINT (2686475.5 1251023.6)"
"203249","SW-2913","POINT (2686698.5 1250853)"
"201374","SW-10363","POINT (2686693.8 1250813.6)"
"195845","SW-2928","POINT (2686670 1250816)"
"156461","SW-11069","POINT (2686711.8 1251084.4)"
"203240","SW-3427","POINT (2686661.2 1251036.2)"
"77468","SW-2858","POINT (2686541.8 1251009.6)"
"198674","SW-11851","POINT (2686743.8 1250929.2)"
"159257","SW-9620","POINT (2686740.2 1251023)"
"148460","SW-9634","POINT (2686639.8 1251090.8)"
"146591","SW-2950","POINT (2686688.5 1250817.6)"
"173861","SW-9644","POINT (2686693.8 1251024.2)"
"201377","SW-9470","POINT (2686657.2 1250817.9)"
"150377","SW-9635","POINT (2686638.2 1251077.5)"
"203246","SW-10368","POINT (2686701.5 1250859.1)"
"150359","SW-9630","POINT (2686719.8 1251095.1)"
"77474","SW-3609","POINT (2686520.5 1251042.2)"
"199169","SW-11758","POINT (2686624 1251099.1)"
"77471","SW-3608","POINT (2686530.5 1251044.5)"
"151466","SW-9619","POINT (2686734 1251021.1)"
"201371","SW-2948","POINT (2686692.2 1250816.9)"
"195854","SW-2922","POINT (2686706 1250825.6)"
"181268","SW-2949","POINT (2686690 1250824.6)"
"177635","SW-10586","POINT (2686614.2 1250917.5)"
"202745","SW-3432","POINT (2686660.2 1251018.6)"
"198689","SW-11182","POINT (2686743.5 1251032.1)"
"199166","SW-11759","POINT (2686634.5 1251103.2)"
"151457","SW-9608","POINT (2686738.5 1250938.9)"
"198695","SW-11764","POINT (2686733.2 1251065.2)"
"190388","SW-11839","POINT (2686688.2 1250923.9)"
"77477","SW-2861","POINT (2686502.5 1250996.2)"
"202739","SW-9614","POINT (2686758.2 1250995.5)"
"202733","SW-9615","POINT (2686754.2 1250998.4)"
"202751","SW-3430","POINT (2686660.5 1251025.6)"
"198317","SW-11855","POINT (2686648.2 1251097.5)"
"203237","SW-3428","POINT (2686661 1251032.9)"
"177248","SW-9612","POINT (2686758 1250989.9)"
"207092","SW-12334","POINT (2686733.2 1250984.6)"
"71846","AA-3218","POINT (2682871 1247668.2)"
"47702","AA-1821","POINT (2682802.5 1247789.6)"
"93449","AA-2920","POINT (2682846.8 1247778.2)"
"93464","AA-2925","POINT (2682842 1247760.4)"
"93452","AA-2921","POINT (2682845 1247776.9)"
"119771","AA-419","POINT (2682937.5 1247941.6)"
"93866","AA-2971","POINT (2682789.2 1247637.6)"
"93593","AA-2936","POINT (2682833.2 1247724.6)"
"93584","AA-2935","POINT (2682830.5 1247727.6)"
"93902","AA-2996","POINT (2682760.8 1247614)"
"136343","AA-488","POINT (2682869.5 1247866.8)"
"170","AA-2845","POINT (2682976.2 1247962.9)"
"120131","AA-435","POINT (2682966.8 1247951.4)"
"93614","AA-2948","POINT (2682825.2 1247696.1)"
"111773","AA-2992","POINT (2682751.2 1247610.2)"
"164","AA-2843","POINT (2682967.8 1247951.1)"
"225104","AA-660","POINT (2682912 1247709.8)"
"46412","AA-1927","POINT (2682816.2 1247810.5)"
"93728","AA-2946","POINT (2682825 1247692.6)"
"167","AA-2844","POINT (2682972 1247956.9)"
"93455","AA-2922","POINT (2682844.5 1247769.8)"
"94019","AA-3000","POINT (2682734.2 1247602.4)"
"93758","AA-2975","POINT (2682797.5 1247642.8)"
"46418","AA-1815","POINT (2682831.8 1247815.9)"
"93608","AA-2951","POINT (2682825.8 1247698.2)"
"93884","AA-2982","POINT (2682779 1247628.1)"
"93881","AA-2987","POINT (2682781 1247635.2)"
"109553","AA-2956","POINT (2682817.8 1247668.6)"
"47705","AA-1819","POINT (2682810.2 1247792.1)"
"109559","AA-2999","POINT (2682729.5 1247599)"
"35024","AA-1775","POINT (2682951 1247806.6)"
"129284","AA-432","POINT (2682979.5 1247968.8)"
"210437","AA-2441","POINT (2682944.2 1247951)"
"46403","AA-1431","POINT (2682766.8 1247702)"
"64523","AU-4114","POINT (2682779 1247849.8)"
"93590","AA-2937","POINT (2682831.5 1247724)"
"37700","AA-1434","POINT (2682775.5 1247715.8)"
"47696","AA-1823","POINT (2682798.5 1247784.2)"
"22025","AU-5639","POINT (2682759.5 1247912.2)"
"47687","AA-1449","POINT (2682820.5 1247776.5)"
"109724","AU-995","POINT (2682856.5 1247936.6)"
"46424","AU-4200","POINT (2682823 1247820.6)"
"93446","AA-2918","POINT (2682847.5 1247787.5)"
"33326","AA-620","POINT (2682896.8 1247707.5)"
"129674","AA-439","POINT (2682947.5 1247924)"
"46406","AA-1817","POINT (2682817.2 1247803.2)"
"94004","AA-2994","POINT (2682757 1247611)"
"158","AA-2841","POINT (2682932.2 1247902.5)"
"224300","AA-1813","POINT (2682834.5 1247824.9)"
"22031","AU-5641","POINT (2682742.2 1247928)"
"93869","AA-2968","POINT (2682787.2 1247630.8)"
"22022","AU-5638","POINT (2682768.2 1247904.4)"
"93599","AA-2942","POINT (2682826.2 1247713)"
"109745","AA-2993","POINT (2682754 1247611)"
"121784","AA-490","POINT (2682966.8 1247763)"
"93338","AA-2915","POINT (2682854 1247804.2)"
"80852","AA-3191","POINT (2682770.8 1247640.1)"
"121004","AU-1052","POINT (2682747.8 1247820)"
"93470","AA-2929","POINT (2682838 1247747.8)"
"46400","AA-1423","POINT (2682729.8 1247644.9)"
"121010","AU-1057","POINT (2682721.2 1247794.2)"
"121790","AA-492","POINT (2682976.2 1247745.5)"
"93611","AA-2952","POINT (2682824.2 1247698.8)"
"47684","AA-1448","POINT (2682817.5 1247771.9)"
"109727","AU-996","POINT (2682853.5 1247932.4)"
"215480","AA-1433","POINT (2682772.5 1247711.1)"
"71852","AA-3438","POINT (2682825.5 1247597.5)"
"93893","AA-2983","POINT (2682776.2 1247631.5)"
"215987","AA-1437","POINT (2682786.5 1247732.9)"
"129680","AA-441","POINT (2682939.2 1247913.2)"
"38060","AA-1428","POINT (2682746.8 1247671.1)"
"109805","AU-1005","POINT (2682818.2 1247887.8)"
"93737","AA-2958","POINT (2682816 1247672.6)"
"215993","AA-1439","POINT (2682792 1247741.4)"
"58670","AA-1454","POINT (2682841 1247787)"
"99965","AU-1037","POINT (2682761.8 1247886)"
"129665","AA-436","POINT (2682962.5 1247945.4)"
"129287","AA-433","POINT (2682975.2 1247963)"
"47693","AA-1451","POINT (2682824.2 1247781.1)"
"93473","AA-2930","POINT (2682838.2 1247743.9)"
"47717","AA-1818","POINT (2682812 1247798)"
"46409","AU-4202","POINT (2682810 1247807.9)"
"46568","AA-628","POINT (2682843.5 1247625)"
"130079","AA-415","POINT (2682916.5 1247907.9)"
"80","AA-2828","POINT (2682980.2 1247968.6)"
"93887","AA-2980","POINT (2682777.2 1247624.6)"
"220319","AU-1054","POINT (2682737.8 1247811.6)"
"215483","AA-1435","POINT (2682778.5 1247720.4)"
"125678","AA-2928","POINT (2682837.8 1247746.8)"
"93890","AA-2981","POINT (2682775 1247628.2)"
"46565","AA-627","POINT (2682851.8 1247638.1)"
"121787","AA-491","POINT (2682971.5 1247754.2)"
"93749","AA-2963","POINT (2682806.2 1247655.1)"
"125681","AA-2939","POINT (2682829.2 1247718.8)"
"121007","AU-1056","POINT (2682725.8 1247798.4)"
"58652","AA-1457","POINT (2682830.8 1247767.6)"
"130076","AA-414","POINT (2682913 1247898.8)"
"46415","AA-1816","POINT (2682823.8 1247812)"
"93587","AA-2938","POINT (2682828.2 1247724.6)"
"210440","AA-2442","POINT (2682950.2 1247959)"
"94016","AA-3001","POINT (2682740.5 1247601.6)"
"93476","AA-2931","POINT (2682836 1247739.8)"
"46562","AA-625","POINT (2682864.5 1247658)"
"58658","AA-1458","POINT (2682835.5 1247768.4)"
"93734","AA-2959","POINT (2682817.8 1247676.5)"
"129290","AA-434","POINT (2682971 1247957.1)"
"38072","AA-1422","POINT (2682727 1247640.5)"
"111776","AA-2995","POINT (2682754.5 1247615.1)"
"46430","AA-471","POINT (2682989 1247855.9)"
"130073","AA-413","POINT (2682909.5 1247889.6)"
"38057","AA-1430","POINT (2682752.5 1247680.1)"
"129683","AA-442","POINT (2682935.2 1247907.9)"
"120122","AA-494","POINT (2682985.8 1247728)"
"41402","AA-2755","POINT (2682834.2 1247610.9)"
"93761","AA-2974","POINT (2682795 1247643.4)"
"215474","AA-1427","POINT (2682744 1247666.8)"
"125687","AA-2945","POINT (2682821.5 1247686.5)"
"130085","AA-417","POINT (2682925.2 1247925.4)"
"58649","AA-1452","POINT (2682826.2 1247771.6)"
"93878","AA-2986","POINT (2682782.8 1247633.5)"
"47711","AU-4204","POINT (2682799 1247797.9)"
"71726","AA-3431","POINT (2682993 1247862.1)"
"71843","AA-3436","POINT (2682877.8 1247678.4)"
"109826","AA-3213","POINT (2682964.5 1247978.2)"
"93341","AA-2917","POINT (2682848.8 1247787.2)"
"93764","AA-2972","POINT (2682796.5 1247639)"
"47714","AA-1928","POINT (2682805.8 1247800.9)"
"109823","AA-2924","POINT (2682842.8 1247761.2)"
"136340","AA-489","POINT (2682864.5 1247844.9)"
"129677","AA-440","POINT (2682943.5 1247918.6)"
"109721","AU-993","POINT (2682870 1247955.9)"
"215321","AA-431","POINT (2682983.8 1247974.5)"
"109730","AU-997","POINT (2682847.8 1247925)"
"218510","AA-2037","POINT (2682886.5 1247825)"
"136736","AA-2969","POINT (2682791.5 1247634)"
"211271","AU-1053","POINT (2682743.2 1247815.5)"
"109556","AA-2991","POINT (2682751.8 1247609.2)"
"245","AA-2830","POINT (2682988.8 1247979.9)"
"74471","AA-658","POINT (2682975.5 1247678.8)"
"38063","AA-1426","POINT (2682741 1247662.2)"
"36047","AA-1390","POINT (2682818 1247585.6)"
"38054","AA-1432","POINT (2682769.5 1247706.5)"
"56564","AA-1806","POINT (2682970 1247847.6)"
"46421","AA-1814","POINT (2682829.8 1247820.9)"
"94007","AA-2990","POINT (2682750.5 1247608.1)"
"93479","AA-2932","POINT (2682833.5 1247738.8)"
"77","AA-2827","POINT (2682940 1247913.1)"
"58664","AA-1453","POINT (2682832.5 1247779)"
"47690","AA-1450","POINT (2682822.5 1247778.2)"
"64052","AA-496","POINT (2682995.5 1247710.5)"
"93617","AA-2950","POINT (2682823.8 1247696.8)"
"109733","AU-1002","POINT (2682830.5 1247902.4)"
"93467","AA-2927","POINT (2682840.8 1247751.5)"
"93896","AA-2988","POINT (2682769.2 1247622.8)"
"103625","AA-2964","POINT (2682813.2 1247660.8)"
"93752","AA-2961","POINT (2682807.8 1247651.8)"
"64529","AU-1055","POINT (2682731.8 1247805.6)"
"74","AA-2826","POINT (2682936.2 1247907.6)"
"129692","AA-409","POINT (2682896.8 1247854.8)"
"93332","AA-2916","POINT (2682850.2 1247786.8)"
"58655","AA-1456","POINT (2682830.8 1247772.8)"
"93335","AA-2914","POINT (2682854.2 1247805.6)"
"210443","AA-2443","POINT (2682958 1247969.4)"
"93731","AA-2947","POINT (2682821.8 1247691.5)"
"47699","AA-1822","POINT (2682796.2 1247789.6)"
"215486","AA-1436","POINT (2682781.5 1247724.9)"
"56567","AA-1038","POINT (2682884 1247688.4)"
"215477","AA-1429","POINT (2682749.8 1247675.6)"
"173","AA-2846","POINT (2682984.5 1247974.2)"
"125684","AA-2940","POINT (2682830.2 1247714)"
"94028","AA-3004","POINT (2682721 1247590.6)"
"94304","AA-3011","POINT (2682713 1247586.5)"
"129698","AA-411","POINT (2682903 1247871.8)"
"225101","AA-659","POINT (2682915.8 1247716.2)"
"46427","AA-470","POINT (2682985 1247849.6)"
"94013","AA-3002","POINT (2682741.8 1247602.4)"
"218513","AA-2446","POINT (2682890.8 1247698.4)"
"93596","AA-2943","POINT (2682826.2 1247715.8)"
"121001","AU-1051","POINT (2682752.2 1247824.2)"
"93602","AA-2941","POINT (2682829.2 1247710.1)"
"215990","AA-1438","POINT (2682789.2 1247737.1)"
"47708","AA-1820","POINT (2682804.2 1247795.6)"
"94010","AA-2997","POINT (2682745.2 1247605.9)"
"93461","AA-2926","POINT (2682841.8 1247755.8)"
"58667","AA-1455","POINT (2682836.2 1247781)"
"93899","AA-2977","POINT (2682768 1247621.8)"
"109736","AU-1004","POINT (2682824 1247895)"
"129686","AA-443","POINT (2682931.5 1247902.6)"
"130082","AA-416","POINT (2682920.2 1247917.2)"
"22034","AU-5642","POINT (2682733.5 1247936)"
"215996","AA-1807","POINT (2682964.5 1247851)"
"129671","AA-438","POINT (2682951.2 1247929.4)"
"93458","AA-2923","POINT (2682844.5 1247768.2)"
"129668","AA-437","POINT (2682955 1247934.5)"
"80855","AA-3190","POINT (2682775.8 1247645.5)"
"125186","AA-445","POINT (2682919.2 1247876.2)"
"93872","AA-2985","POINT (2682785.2 1247629.6)"
"93605","AA-2949","POINT (2682826.2 1247699.6)"
"93875","AA-2984","POINT (2682783.2 1247630.4)"
"56561","AA-1805","POINT (2682975.5 1247844.1)"
"111770","AA-2919","POINT (2682846.2 1247782.2)"
"58661","AA-1459","POINT (2682839.5 1247775.6)"
"129281","AA-430","POINT (2682987.8 1247980)"
"109808","AU-1006","POINT (2682815 1247883.8)"
"22040","AU-5644","POINT (2682716 1247951.8)"
"94025","AA-2998","POINT (2682723.8 1247590.9)"
"71849","AA-3437","POINT (2682858.8 1247648.8)"
"93743","AA-2966","POINT (2682814.8 1247667.4)"
"161","AA-2842","POINT (2682963.2 1247945.2)"
"130070","AA-412","POINT (2682906.2 1247880.6)"
"93482","AA-2934","POINT (2682833.5 1247727.1)"
"93746","AA-2965","POINT (2682815.8 1247664.1)"
"109649","AU-989","POINT (2682885.8 1247979.8)"
"52586","AU-7266","POINT (2682802.8 1247890.8)"
"129695","AA-410","POINT (2682899.8 1247863.2)"
"129689","AA-444","POINT (2682923.8 1247892.1)"
"22028","AU-5640","POINT (2682750.8 1247920.1)"
"52742","AA-2203","POINT (2682985.2 1247680)"
"22037","AU-5643","POINT (2682724.8 1247943.9)"
"64526","AU-4113","POINT (2682772.2 1247842.9)"
"121013","AU-1058","POINT (2682717.2 1247790.4)"
"121793","AA-493","POINT (2682981.2 1247736.9)"
"94022","AA-3003","POINT (2682726.5 1247596)"
"46433","AA-473","POINT (2682997 1247868.2)"
"130088","AA-418","POINT (2682931 1247933.2)"
"93740","AA-2957","POINT (2682815.5 1247670.5)"
"38066","AA-1425","POINT (2682738.2 1247657.8)"
"38069","AA-1424","POINT (2682732.5 1247649.2)"
"93755","AA-2973","POINT (2682799.8 1247642.4)"
"215306","AA-643","POINT (2682767 1247552.2)"
"36035","AA-639","POINT (2682763.5 1247483.1)"
"216179","AA-3453","POINT (2682782 1247542.5)"
"215300","AA-645","POINT (2682751.8 1247561.9)"
"120740","AA-712","POINT (2682830.8 1247469.2)"
"124652","AA-710","POINT (2682882.5 1247559.2)"
"129266","AA-615","POINT (2682823.5 1247516.2)"
"120749","AA-690","POINT (2682808.8 1247452)"
"46580","AA-640","POINT (2682760.2 1247471.5)"
"214769","AA-647","POINT (2682736.5 1247572)"
"64274","AA-697","POINT (2682925.2 1247489.9)"
"64277","AA-698","POINT (2682934.5 1247491.5)"
"64163","AA-694","POINT (2682873.5 1247468.4)"
"129269","AA-617","POINT (2682810.8 1247524.1)"
"36041","AA-633","POINT (2682800.5 1247558.8)"
"120857","AA-699","POINT (2682948 1247480.5)"
"64280","AA-3220","POINT (2682858.2 1247462.1)"
"215315","AA-616","POINT (2682817 1247520.1)"
"215303","AA-644","POINT (2682759.2 1247557.1)"
"120752","AA-689","POINT (2682794.8 1247446.6)"
"74468","AA-700","POINT (2682956.5 1247497.6)"
"36044","AA-632","POINT (2682809.2 1247572.1)"
"215309","AA-642","POINT (2682774.5 1247547.4)"
"64160","AA-692","POINT (2682851.5 1247450.9)"
"120869","AA-663","POINT (2682765.5 1247415)"
"46571","AA-635","POINT (2682782.2 1247530.8)"
"64157","AA-682","POINT (2682856.5 1247438.9)"
"74465","AA-701","POINT (2682969.8 1247498.2)"
"74462","AA-702","POINT (2682983 1247498.8)"
"71855","AA-3219","POINT (2682775 1247518.5)"
"71858","AA-3439","POINT (2682798 1247532)"
"64166","AA-695","POINT (2682889 1247474.9)"
"215312","AA-3455","POINT (2682781.8 1247542.4)"
"215297","AA-646","POINT (2682744.2 1247566.9)"
"36038","AA-634","POINT (2682792 1247545.5)"
"46577","AA-638","POINT (2682766.8 1247494.6)"
"129263","AA-614","POINT (2682829.8 1247512)"
"64271","AA-696","POINT (2682904.5 1247481.2)"
"120872","AA-661","POINT (2682764.5 1247414)"
"120866","AA-662","POINT (2682766.2 1247413.8)"
"120743","AA-711","POINT (2682830.5 1247482.1)"
"64154","AA-681","POINT (2682865 1247427.4)"
"120746","AA-691","POINT (2682821.5 1247459.6)"
"46574","AA-637","POINT (2682770 1247506.2)"
"218516","AA-2038","POINT (2682804.5 1247528.1)"
"175133","IQ-2243","POINT (2682800.5 1248565.1)"
"175148","IQ-2235","POINT (2682816 1248546.2)"
"42764","IQ-1341","POINT (2682976.8 1248577.9)"
"1451","IQ-1318","POINT (2682875.8 1248691.4)"
